"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.422165000E0,-1.184447184E-1,-1.052841991E-1,9.949954987E0,9.951216918E0
6.424670573E0,-1.088734269E-1,-1.196411327E-1,9.945169449E0,9.946484946E0
6.427176146E0,-8.973085135E-2,-1.483550072E-1,9.926026344E0,9.927540472E0
6.429681667E0,-8.494520187E-2,-1.244267747E-1,9.921240807E0,9.922384635E0
6.432187812E0,-8.973085135E-2,-1.100698411E-1,9.973882675E0,9.974893614E0
6.434705312E0,-1.040877849E-1,-9.571290761E-2,9.897313118E0,9.898323201E0
6.437222760E0,-9.451649338E-2,-1.292124242E-1,9.897313118E0,9.898607790E0
6.439728906E0,-7.537391037E-2,-1.244267747E-1,9.926026344E0,9.927092335E0
6.442235000E0,-9.451649338E-2,-1.148554832E-1,9.978668213E0,9.979776774E0
6.444741146E0,-1.280160099E-1,-1.339980662E-1,9.935597420E0,9.937325579E0
6.447247292E0,-1.088734269E-1,-1.196411327E-1,9.906884193E0,9.908204774E0
6.449753437E0,-9.930214286E-2,-1.148554832E-1,9.945169449E0,9.946328371E0
6.452259583E0,-1.280160099E-1,-1.339980662E-1,9.949954987E0,9.951680653E0
6.454765677E0,-8.973085135E-2,-1.292124242E-1,9.906884193E0,9.908133119E0
6.457271875E0,-7.537391037E-2,-1.100698411E-1,9.921240807E0,9.922137660E0
6.459780781E0,-1.280160099E-1,-1.196411327E-1,9.906884193E0,9.908433606E0
6.462286979E0,-1.328016520E-1,-1.052841991E-1,9.926026344E0,9.927472993E0
6.464793177E0,-7.537391037E-2,-1.339980662E-1,9.892526627E0,9.893721229E0
6.467299375E0,-8.015955985E-2,-1.100698411E-1,9.911669731E0,9.912604995E0
6.469805625E0,-7.537391037E-2,-8.614161611E-2,9.902098656E0,9.902760191E0
6.472312187E0,-1.136590764E-1,-1.148554832E-1,9.940383911E0,9.941697162E0
6.474831979E0,-8.973085135E-2,-9.571290761E-2,9.935597420E0,9.936463590E0
6.477338542E0,-1.232303679E-1,-1.196411327E-1,9.935597420E0,9.937081856E0
6.479845104E0,-1.088734269E-1,-1.387837082E-1,9.921240807E0,9.922808750E0
6.482351615E0,-1.280160099E-1,-1.244267747E-1,9.940383911E0,9.941986845E0
6.484858177E0,-9.930214286E-2,-1.387837082E-1,9.926026344E0,9.927493179E0
6.487364687E0,-9.930214286E-2,-1.196411327E-1,9.949954987E0,9.951169738E0
6.489871250E0,-8.973085135E-2,-9.571290761E-2,9.930811882E0,9.931678470E0
6.492377812E0,-1.088734269E-1,-9.092725813E-2,9.949954987E0,9.950966055E0
6.494884375E0,-9.930214286E-2,-1.244267747E-1,9.902098656E0,9.903378248E0
6.497434375E0,-1.040877849E-1,-1.052841991E-1,9.906884193E0,9.907990384E0
6.499984375E0,-8.494520187E-2,-1.004985496E-1,9.906884193E0,9.907758075E0
6.502493594E0,-1.040877849E-1,-9.092725813E-2,9.897313118E0,9.898278082E0
6.505019687E0,-8.015955985E-2,-7.178468257E-2,9.911669731E0,9.912253803E0
6.507545781E0,-1.136590764E-1,-1.052841991E-1,9.921240807E0,9.922450418E0
6.510055000E0,-9.451649338E-2,-1.148554832E-1,9.945169449E0,9.946281743E0
6.512564219E0,-1.280160099E-1,-1.004985496E-1,9.892526627E0,9.893865327E0
6.515073437E0,-1.328016520E-1,-1.244267747E-1,9.926026344E0,9.927694460E0
6.517582708E0,-6.580262631E-2,-9.571290761E-2,9.935597420E0,9.936276316E0
6.520032708E0,-9.451649338E-2,-1.244267747E-1,9.906884193E0,9.908116360E0
6.522482708E0,-5.623133108E-2,-1.339980662E-1,9.906884193E0,9.907949933E0
6.524969687E0,-1.232303679E-1,-8.135596663E-2,9.921240807E0,9.922339626E0
6.527456719E0,-8.494520187E-2,-1.387837082E-1,9.935597420E0,9.936929742E0
6.529943698E0,-9.451649338E-2,-9.092725813E-2,9.930811882E0,9.931677893E0
6.532448281E0,-1.136590764E-1,-1.148554832E-1,9.902098656E0,9.903416984E0
6.534952917E0,-1.040877849E-1,-1.339980662E-1,9.916455269E0,9.917906778E0
6.537502917E0,-8.973085135E-2,-8.614161611E-2,9.949954987E0,9.950732447E0
6.540052917E0,-1.040877849E-1,-9.571290761E-2,9.945169449E0,9.946174671E0
6.542590156E0,-8.015955985E-2,-1.100698411E-1,9.887741089E0,9.888678616E0
6.545127396E0,-1.184447184E-1,-1.292124242E-1,9.935597420E0,9.937143508E0
6.547664583E0,-1.280160099E-1,-1.004985496E-1,9.945169449E0,9.946501064E0
6.550173385E0,-1.088734269E-1,-1.004985496E-1,9.964311600E0,9.965413139E0
6.552682240E0,-9.930214286E-2,-9.571290761E-2,9.930811882E0,9.931769556E0
6.555191042E0,-1.232303679E-1,-1.052841991E-1,9.959526062E0,9.960844837E0
6.557699896E0,-1.280160099E-1,-1.100698411E-1,9.911669731E0,9.913107501E0
6.560149896E0,-9.451649338E-2,-9.571290761E-2,9.916455269E0,9.917367565E0
6.562599896E0,-1.375873089E-1,-1.244267747E-1,9.930811882E0,9.932544333E0
6.565079635E0,-8.015955985E-2,-1.100698411E-1,9.940383911E0,9.941316473E0
6.567559375E0,-1.280160099E-1,-1.148554832E-1,9.945169449E0,9.946656486E0
6.570039062E0,-7.537391037E-2,-9.571290761E-2,9.882955551E0,9.883706421E0
6.572542656E0,-8.015955985E-2,-1.435693651E-1,9.954740524E0,9.956098464E0
6.575046250E0,-1.136590764E-1,-1.339980662E-1,9.930811882E0,9.932366209E0
6.577550156E0,-8.015955985E-2,-1.339980662E-1,9.926026344E0,9.927254405E0
6.580067135E0,-8.015955985E-2,-1.196411327E-1,9.935597420E0,9.936641064E0
6.582571042E0,-1.184447184E-1,-1.244267747E-1,9.897313118E0,9.898803874E0
6.585074948E0,-1.136590764E-1,-1.004985496E-1,9.930811882E0,9.931970750E0
6.587578802E0,-1.615155339E-1,-1.052841991E-1,9.916455269E0,9.918329352E0
6.590082708E0,-9.451649338E-2,-1.052841991E-1,9.949954987E0,9.950960876E0
6.592586562E0,-8.494520187E-2,-1.196411327E-1,9.897313118E0,9.898400711E0
6.595090469E0,-8.973085135E-2,-1.339980662E-1,9.959526062E0,9.960831616E0
6.597594375E0,-1.184447184E-1,-8.614161611E-2,9.882955551E0,9.884040669E0
6.600099740E0,-1.232303679E-1,-1.100698411E-1,9.902098656E0,9.903477111E0
6.602629583E0,-8.973085135E-2,-9.092725813E-2,9.935597420E0,9.936418645E0
6.605159427E0,-1.040877849E-1,-9.571290761E-2,9.906884193E0,9.907893300E0
6.607664792E0,-1.232303679E-1,-1.148554832E-1,9.935597420E0,9.937025390E0
6.610170156E0,-1.280160099E-1,-9.571290761E-2,9.949954987E0,9.951238782E0
6.612675521E0,-1.328016520E-1,-1.004985496E-1,9.945169449E0,9.946563809E0
6.615180885E0,-9.451649338E-2,-1.148554832E-1,9.949954987E0,9.951066746E0
6.617730885E0,-1.184447184E-1,-1.052841991E-1,9.902098656E0,9.903366685E0
6.620280885E0,-9.930214286E-2,-1.148554832E-1,9.911669731E0,9.912832570E0
6.622830885E0,-8.494520187E-2,-1.531406492E-1,9.940383911E0,9.941926375E0
6.625339948E0,-8.494520187E-2,-1.052841991E-1,9.945169449E0,9.946089474E0
6.627869844E0,-1.040877849E-1,-1.196411327E-1,9.945169449E0,9.946433714E0
6.630378906E0,-7.537391037E-2,-1.148554832E-1,9.897313118E0,9.898266513E0
6.632887969E0,-1.136590764E-1,-1.196411327E-1,9.921240807E0,9.922613140E0
6.635397031E0,-1.040877849E-1,-1.004985496E-1,9.930811882E0,9.931865830E0
6.637906094E0,-1.040877849E-1,-1.435693651E-1,9.926026344E0,9.927610257E0
6.640415104E0,-8.973085135E-2,-1.196411327E-1,9.916455269E0,9.917582907E0
6.642865104E0,-1.232303679E-1,-1.435693651E-1,9.993025780E0,9.994816763E0
6.645315104E0,-8.494520187E-2,-1.292124242E-1,9.882955551E0,9.884165213E0
6.647820000E0,-1.232303679E-1,-1.100698411E-1,9.892526627E0,9.893906415E0
6.650287552E0,-1.375873089E-1,-1.052841991E-1,9.906884193E0,9.908398935E0
6.652792448E0,-8.973085135E-2,-1.196411327E-1,9.949954987E0,9.951078829E0
6.655297292E0,-1.375873089E-1,-9.571290761E-2,9.897313118E0,9.898732150E0
6.657847292E0,-1.280160099E-1,-1.292124242E-1,9.940383911E0,9.942047890E0
6.660397292E0,-9.930214286E-2,-1.196411327E-1,9.949954987E0,9.951169738E0
6.662947292E0,-1.136590764E-1,-1.387837082E-1,9.916455269E0,9.918077657E0
6.665456250E0,-8.973085135E-2,-1.244267747E-1,9.887741089E0,9.888931059E0
6.667998594E0,-5.623133108E-2,-1.148554832E-1,9.916455269E0,9.917279811E0
6.670507552E0,-1.471585929E-1,-1.052841991E-1,9.911669731E0,9.913321203E0
6.673016510E0,-9.451649338E-2,-9.571290761E-2,9.930811882E0,9.931722860E0
6.675525469E0,-8.494520187E-2,-1.339980662E-1,9.887741089E0,9.889013854E0
6.678034427E0,-1.088734269E-1,-1.052841991E-1,9.969097137E0,9.970247536E0
6.680543385E0,-1.040877849E-1,-1.244267747E-1,9.921240807E0,9.922566978E0
6.682993385E0,-8.973085135E-2,-1.148554832E-1,9.935597420E0,9.936666418E0
6.685443385E0,-1.232303679E-1,-9.571290761E-2,9.930811882E0,9.932037622E0
6.687913281E0,-1.471585929E-1,-8.614161611E-2,9.945169449E0,9.946631158E0
6.690383177E0,-1.040877849E-1,-1.244267747E-1,9.945169449E0,9.946492430E0
6.692887969E0,-8.973085135E-2,-1.196411327E-1,9.906884193E0,9.908012921E0
6.695392812E0,-1.184447184E-1,-1.004985496E-1,9.921240807E0,9.922456765E0
6.697897604E0,-1.136590764E-1,-7.657032460E-2,9.940383911E0,9.941328568E0
6.700402396E0,-1.280160099E-1,-1.292124242E-1,9.916455269E0,9.918123262E0
6.702907240E0,-8.494520187E-2,-1.052841991E-1,9.959526062E0,9.960444761E0
6.705412240E0,-9.930214286E-2,-1.052841991E-1,9.969097137E0,9.970147612E0
6.707923125E0,-8.973085135E-2,-1.387837082E-1,9.945169449E0,9.946542510E0
6.710428125E0,-1.184447184E-1,-1.052841991E-1,9.930811882E0,9.932076246E0
6.712933073E0,-1.136590764E-1,-1.100698411E-1,9.935597420E0,9.936857141E0
6.715438073E0,-8.973085135E-2,-1.052841991E-1,9.882955551E0,9.883923655E0
6.717943073E0,-1.088734269E-1,-1.387837082E-1,9.906884193E0,9.908454408E0
6.720448021E0,-1.280160099E-1,-1.100698411E-1,9.854242325E0,9.855688472E0
6.722953490E0,-1.088734269E-1,-1.148554832E-1,9.930811882E0,9.932072787E0
6.725475104E0,-1.232303679E-1,-1.244267747E-1,9.926026344E0,9.927571039E0
6.727980573E0,-9.930214286E-2,-1.244267747E-1,9.930811882E0,9.932087775E0
6.730486042E0,-1.136590764E-1,-9.092725813E-2,9.921240807E0,9.922308466E0
6.732991458E0,-1.232303679E-1,-1.052841991E-1,9.945169449E0,9.946490127E0
6.735496927E0,-9.930214286E-2,-1.196411327E-1,9.916455269E0,9.917674123E0
6.738002396E0,-1.328016520E-1,-1.148554832E-1,9.906884193E0,9.908439962E0
6.740508333E0,-8.973085135E-2,-1.052841991E-1,9.916455269E0,9.917420102E0
6.743028281E0,-1.232303679E-1,-9.571290761E-2,9.935597420E0,9.936822569E0
6.745534219E0,-1.184447184E-1,-1.004985496E-1,9.940383911E0,9.941597528E0
6.748040052E0,-9.451649338E-2,-1.339980662E-1,9.906884193E0,9.908241179E0
6.750545990E0,-9.930214286E-2,-1.196411327E-1,9.887741089E0,9.888963482E0
6.753051927E0,-9.451649338E-2,-1.387837082E-1,9.916455269E0,9.917876758E0
6.755557812E0,-1.040877849E-1,-1.292124242E-1,9.940383911E0,9.941768576E0
6.758107812E0,-8.973085135E-2,-9.092725813E-2,9.911669731E0,9.912492938E0
6.760657812E0,-8.494520187E-2,-1.148554832E-1,9.906884193E0,9.907914104E0
6.763191406E0,-1.184447184E-1,-1.148554832E-1,9.935597420E0,9.936967194E0
6.765725000E0,-9.930214286E-2,-1.100698411E-1,9.902098656E0,9.903208272E0
6.768258594E0,-1.040877849E-1,-1.292124242E-1,9.940383911E0,9.941768576E0
6.770768281E0,-1.280160099E-1,-1.148554832E-1,9.930811882E0,9.932301069E0
6.773277969E0,-9.451649338E-2,-9.092725813E-2,9.921240807E0,9.922107653E0
6.775787656E0,-8.494520187E-2,-1.148554832E-1,9.945169449E0,9.946195395E0
6.778297344E0,-8.494520187E-2,-1.292124242E-1,9.897313118E0,9.898521026E0
6.780747344E0,-1.136590764E-1,-1.052841991E-1,9.897313118E0,9.898525653E0
6.783197344E0,-1.184447184E-1,-1.196411327E-1,9.921240807E0,9.922669111E0
6.785684115E0,-1.088734269E-1,-9.571290761E-2,9.911669731E0,9.912729757E0
6.788170885E0,-1.232303679E-1,-1.052841991E-1,9.921240807E0,9.922564670E0
6.790657604E0,-1.280160099E-1,-1.196411327E-1,9.940383911E0,9.941928103E0
6.793162448E0,-6.580262631E-2,-1.004985496E-1,9.911669731E0,9.912397631E0
6.795667292E0,-9.930214286E-2,-1.339980662E-1,9.916455269E0,9.917857707E0
6.798172865E0,-8.973085135E-2,-1.100698411E-1,9.930811882E0,9.931827205E0
6.800701927E0,-1.184447184E-1,-1.100698411E-1,9.954740524E0,9.956053607E0
6.803207500E0,-8.494520187E-2,-1.148554832E-1,9.959526062E0,9.960550529E0
6.805713125E0,-1.040877849E-1,-1.004985496E-1,9.916455269E0,9.917510742E0
6.808218698E0,-8.494520187E-2,-1.483550072E-1,9.902098656E0,9.903574238E0
6.810724323E0,-1.184447184E-1,-1.387837082E-1,9.916455269E0,9.918133653E0
6.813274323E0,-8.494520187E-2,-1.004985496E-1,9.911669731E0,9.912543191E0
6.815824323E0,-9.930214286E-2,-1.292124242E-1,9.930811882E0,9.932148881E0
6.818374323E0,-8.973085135E-2,-1.004985496E-1,9.954740524E0,9.955652188E0
6.820883333E0,-1.088734269E-1,-1.004985496E-1,9.911669731E0,9.912777121E0
6.823402656E0,-1.088734269E-1,-1.100698411E-1,9.940383911E0,9.941589465E0
6.825911667E0,-1.136590764E-1,-1.292124242E-1,9.868598938E0,9.870099252E0
6.828420677E0,-1.184447184E-1,-1.004985496E-1,9.945169449E0,9.946382482E0
6.830929635E0,-9.451649338E-2,-1.148554832E-1,9.964311600E0,9.965421758E0
6.833438646E0,-1.328016520E-1,-1.004985496E-1,9.949954987E0,9.951348676E0
6.835947656E0,-1.088734269E-1,-7.657032460E-2,9.926026344E0,9.926918728E0
6.838456354E0,-1.280160099E-1,-1.100698411E-1,9.935597420E0,9.937031728E0
6.840957969E0,-9.451649338E-2,-1.196411327E-1,9.945169449E0,9.946338157E0
6.843459583E0,-8.973085135E-2,-1.100698411E-1,9.940383911E0,9.941398257E0
6.845968281E0,-1.136590764E-1,-1.483550072E-1,9.964311600E0,9.966064080E0
6.848476875E0,-9.930214286E-2,-9.571290761E-2,9.911669731E0,9.912629254E0
6.850985573E0,-1.088734269E-1,-1.339980662E-1,9.945169449E0,9.946667998E0
6.853494219E0,-8.973085135E-2,-1.004985496E-1,9.935597420E0,9.936510840E0
6.856002917E0,-1.136590764E-1,-1.244267747E-1,9.935597420E0,9.937026542E0
6.858511615E0,-1.280160099E-1,-1.244267747E-1,9.940383911E0,9.941986845E0
6.860964323E0,-1.280160099E-1,-1.004985496E-1,9.911669731E0,9.913005847E0
6.863417031E0,-9.451649338E-2,-1.148554832E-1,9.940383911E0,9.941496741E0
6.865869687E0,-1.280160099E-1,-9.092725813E-2,9.930811882E0,9.932053187E0
6.868373802E0,-6.101697683E-2,-1.292124242E-1,9.935597420E0,9.936624930E0
6.870877969E0,-9.451649338E-2,-1.052841991E-1,9.926026344E0,9.927034659E0
6.873382083E0,-8.015955985E-2,-1.148554832E-1,9.916455269E0,9.917444350E0
6.875886250E0,-1.088734269E-1,-1.100698411E-1,9.911669731E0,9.912878777E0
6.878390625E0,-1.088734269E-1,-1.004985496E-1,9.930811882E0,9.931917137E0
6.880900208E0,-9.930214286E-2,-1.196411327E-1,9.940383911E0,9.941599832E0
6.883409740E0,-8.973085135E-2,-8.135596663E-2,9.921240807E0,9.921980123E0
6.885914115E0,-1.471585929E-1,-1.196411327E-1,9.930811882E0,9.932622730E0
6.888418437E0,-9.930214286E-2,-6.699903309E-2,9.911669731E0,9.912393588E0
6.890922812E0,-1.040877849E-1,-1.004985496E-1,9.911669731E0,9.912725714E0
6.893427240E0,-1.184447184E-1,-1.244267747E-1,9.916455269E0,9.917943147E0
6.895931615E0,-1.280160099E-1,-8.614161611E-2,9.935597420E0,9.936795488E0
6.898436042E0,-9.930214286E-2,-1.196411327E-1,9.902098656E0,9.903319277E0
6.900940417E0,-9.930214286E-2,-1.052841991E-1,9.921240807E0,9.922296348E0
6.903445417E0,-9.451649338E-2,-1.339980662E-1,9.945169449E0,9.946521212E0
6.905972187E0,-1.136590764E-1,-1.339980662E-1,9.935597420E0,9.937150998E0
6.908477187E0,-7.537391037E-2,-1.052841991E-1,9.882955551E0,9.883803742E0
6.910982187E0,-1.280160099E-1,-9.571290761E-2,9.935597420E0,9.936883070E0
6.913487187E0,-1.040877849E-1,-1.052841991E-1,9.921240807E0,9.922345397E0
6.915992240E0,-1.136590764E-1,-1.148554832E-1,9.921240807E0,9.922556591E0
6.918497240E0,-8.973085135E-2,-9.092725813E-2,9.916455269E0,9.917278079E0
6.921003385E0,-9.930214286E-2,-1.196411327E-1,9.964311600E0,9.965524601E0
6.923546458E0,-1.280160099E-1,-1.052841991E-1,9.940383911E0,9.941765696E0
6.926052604E0,-1.040877849E-1,-1.196411327E-1,9.916455269E0,9.917723195E0
6.928558698E0,-1.040877849E-1,-9.092725813E-2,9.902098656E0,9.903063153E0
6.931064844E0,-1.328016520E-1,-1.148554832E-1,9.887741089E0,9.889299869E0
6.933571042E0,-1.184447184E-1,-1.339980662E-1,9.897313118E0,9.898928810E0
6.936121042E0,-5.144568533E-2,-1.004985496E-1,9.916455269E0,9.917097948E0
6.938671042E0,-1.088734269E-1,-1.004985496E-1,9.906884193E0,9.907992118E0
6.941221042E0,-1.663011760E-1,-9.092725813E-2,9.954740524E0,9.956544720E0
6.943731146E0,-1.328016520E-1,-1.004985496E-1,9.916455269E0,9.917853666E0
6.946276458E0,-1.136590764E-1,-1.339980662E-1,9.897313118E0,9.898872705E0
6.948786562E0,-8.973085135E-2,-1.196411327E-1,9.916455269E0,9.917582907E0
6.951296719E0,-6.580262631E-2,-1.004985496E-1,9.902098656E0,9.902827259E0
6.953806823E0,-1.136590764E-1,-1.148554832E-1,9.930811882E0,9.932126399E0
6.956316927E0,-9.930214286E-2,-1.148554832E-1,9.930811882E0,9.931972480E0
6.958827083E0,-9.451649338E-2,-1.435693651E-1,9.930811882E0,9.932299339E0
6.961277083E0,-9.930214286E-2,-1.100698411E-1,9.935597420E0,9.936703295E0
6.963727083E0,-1.136590764E-1,-1.435693651E-1,9.959526062E0,9.961209260E0
6.966190573E0,-1.375873089E-1,-1.004985496E-1,9.911669731E0,9.913134070E0
6.968654062E0,-1.232303679E-1,-1.339980662E-1,9.902098656E0,9.903771958E0
6.971158646E0,-8.494520187E-2,-1.339980662E-1,9.878170013E0,9.879444012E0
6.973663281E0,-6.101697683E-2,-1.100698411E-1,9.969097137E0,9.969891483E0
6.976167865E0,-8.015955985E-2,-1.292124242E-1,9.926026344E0,9.927190962E0
6.978672708E0,-9.930214286E-2,-1.148554832E-1,9.926026344E0,9.927187501E0
6.981187604E0,-1.232303679E-1,-1.196411327E-1,9.949954987E0,9.951437281E0
6.983692448E0,-1.280160099E-1,-8.614161611E-2,9.926026344E0,9.927225567E0
6.986197240E0,-9.930214286E-2,-1.148554832E-1,9.940383911E0,9.941543391E0
6.988702031E0,-1.040877849E-1,-1.339980662E-1,9.978668213E0,9.980110673E0
6.991206875E0,-9.451649338E-2,-1.435693651E-1,9.921240807E0,9.922729699E0
6.993711719E0,-1.136590764E-1,-1.196411327E-1,9.926026344E0,9.927398016E0
6.996216562E0,-8.015955985E-2,-9.571290761E-2,9.935597420E0,9.936381766E0
6.998721406E0,-1.184447184E-1,-7.178468257E-2,9.930811882E0,9.931777627E0
7.001226667E0,-8.015955985E-2,-1.052841991E-1,9.940383911E0,9.941264639E0
7.003746562E0,-1.136590764E-1,-1.196411327E-1,9.926026344E0,9.927398016E0
7.006251823E0,-1.040877849E-1,-1.244267747E-1,9.921240807E0,9.922566978E0
7.008757083E0,-1.136590764E-1,-8.614161611E-2,9.892526627E0,9.893554559E0
7.011262344E0,-1.136590764E-1,-5.264209956E-2,9.954740524E0,9.955528539E0
7.013767656E0,-9.451649338E-2,-1.435693651E-1,9.945169449E0,9.946654759E0
7.016272969E0,-1.232303679E-1,-1.052841991E-1,9.916455269E0,9.917779771E0
7.018822969E0,-9.930214286E-2,-8.135596663E-2,9.887741089E0,9.888574394E0
7.021372969E0,-1.088734269E-1,-8.135596663E-2,9.930811882E0,9.931741884E0
7.023904115E0,-1.136590764E-1,-9.571290761E-2,9.940383911E0,9.941494437E0
7.026435260E0,-1.232303679E-1,-1.148554832E-1,9.892526627E0,9.893960813E0
7.028966354E0,-9.451649338E-2,-1.292124242E-1,9.945169449E0,9.946457891E0
7.031475312E0,-8.015955985E-2,-1.244267747E-1,9.973882675E0,9.974980862E0
7.033984323E0,-1.232303679E-1,-8.614161611E-2,9.940383911E0,9.941520930E0
7.036493281E0,-8.494520187E-2,-1.244267747E-1,9.902098656E0,9.903244695E0
7.039002292E0,-1.232303679E-1,-8.135596663E-2,9.916455269E0,9.917554619E0
7.041452292E0,-1.471585929E-1,-1.387837082E-1,9.954740524E0,9.956795442E0
7.043902292E0,-8.015955985E-2,-1.004985496E-1,9.916455269E0,9.917288471E0
7.046352292E0,-8.494520187E-2,-1.052841991E-1,9.911669731E0,9.912592865E0
7.048856562E0,-1.136590764E-1,-1.148554832E-1,9.926026344E0,9.927341495E0
7.051354479E0,-9.930214286E-2,-1.244267747E-1,9.959526062E0,9.960798277E0
7.053858750E0,-1.280160099E-1,-1.339980662E-1,9.916455269E0,9.918186764E0
7.056363021E0,-6.580262631E-2,-1.100698411E-1,9.930811882E0,9.931639844E0
7.058867240E0,-8.015955985E-2,-1.292124242E-1,9.969097137E0,9.970256724E0
7.061371979E0,-1.136590764E-1,-1.004985496E-1,9.945169449E0,9.946326644E0
7.063891979E0,-9.451649338E-2,-1.148554832E-1,9.926026344E0,9.927140784E0
7.066396719E0,-9.451649338E-2,-1.100698411E-1,9.906884193E0,9.907946465E0
7.068901406E0,-9.930214286E-2,-1.244267747E-1,9.911669731E0,9.912948088E0
7.071406146E0,-1.040877849E-1,-1.100698411E-1,9.935597420E0,9.936752272E0
7.073910885E0,-1.519442350E-1,-9.092725813E-2,9.930811882E0,9.932390420E0
7.076416146E0,-1.280160099E-1,-1.148554832E-1,9.940383911E0,9.941871664E0
7.078932187E0,-1.040877849E-1,-8.135596663E-2,9.906884193E0,9.907765009E0
7.081448229E0,-1.280160099E-1,-9.571290761E-2,9.921240807E0,9.922528317E0
7.083953490E0,-1.184447184E-1,-1.148554832E-1,9.916455269E0,9.917827687E0
7.086458750E0,-8.494520187E-2,-8.135596663E-2,9.906884193E0,9.907582394E0
7.088964010E0,-1.040877849E-1,-9.571290761E-2,9.882955551E0,9.883967101E0
7.091469271E0,-1.136590764E-1,-1.339980662E-1,9.940383911E0,9.941936741E0
7.093974531E0,-9.930214286E-2,-1.148554832E-1,9.940383911E0,9.941543391E0
7.096479844E0,-9.930214286E-2,-1.148554832E-1,9.945169449E0,9.946328371E0
7.098985104E0,-1.088734269E-1,-1.435693651E-1,9.935597420E0,9.937231087E0
7.101489896E0,-1.040877849E-1,-1.339980662E-1,9.940383911E0,9.941831926E0
7.103977812E0,-1.040877849E-1,-1.004985496E-1,9.921240807E0,9.922295771E0
7.106482604E0,-9.451649338E-2,-1.196411327E-1,9.916455269E0,9.917627361E0
7.108987344E0,-1.136590764E-1,-1.196411327E-1,9.930811882E0,9.932182893E0
7.111492135E0,-1.232303679E-1,-1.292124242E-1,9.926026344E0,9.927632173E0
7.113996875E0,-8.015955985E-2,-1.339980662E-1,9.935597420E0,9.936824298E0
7.116502240E0,-1.519442350E-1,-1.339980662E-1,9.926026344E0,9.928093549E0
7.119016823E0,-1.088734269E-1,-7.657032460E-2,9.940383911E0,9.941275006E0
7.121531354E0,-1.088734269E-1,-1.052841991E-1,9.940383911E0,9.941537632E0
7.124036719E0,-9.930214286E-2,-1.052841991E-1,9.916455269E0,9.917511320E0
7.126542083E0,-9.930214286E-2,-1.387837082E-1,9.902098656E0,9.903569034E0
7.129047448E0,-1.040877849E-1,-1.387837082E-1,9.926026344E0,9.927542202E0
7.131552812E0,-1.136590764E-1,-1.052841991E-1,9.921240807E0,9.922450418E0
7.134058802E0,-8.494520187E-2,-9.571290761E-2,9.969097137E0,9.969918474E0
7.136583698E0,-1.040877849E-1,-1.292124242E-1,9.921240807E0,9.922628143E0
7.139089687E0,-9.451649338E-2,-1.387837082E-1,9.935597420E0,9.937016170E0
7.141595625E0,-1.280160099E-1,-9.092725813E-2,9.911669731E0,9.912913433E0
7.144101562E0,-8.494520187E-2,-1.148554832E-1,9.935597420E0,9.936624354E0
7.146607552E0,-1.040877849E-1,-1.100698411E-1,9.882955551E0,9.884116554E0
7.149113490E0,-8.015955985E-2,-1.148554832E-1,9.921240807E0,9.922229411E0
7.151619115E0,-9.930214286E-2,-8.614161611E-2,9.949954987E0,9.950823359E0
7.154111198E0,-9.451649338E-2,-1.244267747E-1,9.911669731E0,9.912901303E0
