"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.517059895E0,-3.326505423E-3,1.740582287E-2,-7.008266449E-2,7.228836815E-2
1.522038385E0,-3.223180771E-3,2.939775586E-3,-3.151035309E-2,3.181090264E-2
1.527020416E0,1.117607951E-2,1.713827252E-2,1.149082184E-2,2.346623372E-2
1.531999062E0,-3.087997437E-3,2.675220370E-3,-2.850532532E-3,4.981773571E-3
1.536977760E0,3.489786386E-2,1.217812300E-2,4.465770721E-2,5.796963339E-2
1.541956510E0,-1.274900138E-2,1.685334742E-2,3.004264832E-2,3.673054687E-2
1.546910104E0,-3.070533276E-3,-2.304241061E-3,-6.042861938E-2,6.055043965E-2
1.551887447E0,6.473287940E-3,7.242515683E-3,-7.416915894E-2,7.480255094E-2
1.556864895E0,1.593865454E-2,2.145741880E-2,-4.505920410E-2,5.239077595E-2
1.561842343E0,2.057766914E-2,2.313613892E-3,1.704788208E-2,2.682207225E-2
1.566849166E0,1.103568077E-2,1.176950336E-2,4.065036774E-2,4.373511011E-2
1.571828020E0,1.101826131E-2,3.544369340E-2,4.506206512E-2,5.838019525E-2
1.576806927E0,-8.097514510E-3,-1.235911250E-2,5.418300629E-2,5.616151327E-2
1.581785885E0,-3.649871051E-2,-1.697482169E-2,2.049255371E-2,4.516907347E-2
1.586765208E0,1.712217927E-3,-7.307365537E-3,-1.291847229E-2,1.494042194E-2
1.591744062E0,-1.263080537E-2,-1.191213727E-2,-6.029605865E-2,6.274592376E-2
1.596723020E0,1.598878205E-2,2.140334249E-2,-2.180576324E-2,3.448529443E-2
1.601701927E0,2.532258630E-2,-2.487719059E-3,5.910015106E-2,6.434477429E-2
1.606672552E0,1.442492008E-3,1.650531590E-2,9.184837341E-2,9.333075557E-2
1.611650989E0,1.505032182E-3,-7.397174835E-3,8.633518219E-2,8.666456601E-2
1.616629531E0,-3.284916282E-3,-1.685577631E-2,5.237483978E-2,5.511834279E-2
1.621608020E0,-2.228254080E-2,-1.668474078E-2,9.202003479E-3,2.931840834E-2
1.626568697E0,-7.831230760E-3,7.175922394E-3,1.387405396E-2,1.747316258E-2
1.631546250E0,1.594552398E-2,7.146686316E-3,7.074069977E-2,7.286687494E-2
1.636523854E0,-7.958769798E-3,-2.147936821E-2,9.864044189E-2,1.012652065E-1
1.641501458E0,-1.731278002E-2,-1.662819088E-2,1.358060837E-1,1.379112811E-1
1.646496718E0,-1.709365845E-2,-2.606163919E-2,1.061830521E-1,1.106627432E-1
1.651475156E0,-1.692889631E-2,-3.056317568E-2,5.306529999E-2,6.353441037E-2
1.656453697E0,6.925716996E-3,-2.558326721E-2,-2.810192108E-2,3.862883749E-2
1.661432187E0,-1.685215533E-2,-6.398588419E-3,5.372047424E-3,1.880946481E-2
1.666394322E0,2.357661724E-3,3.180637956E-3,1.007747650E-2,1.082730619E-2
1.671371927E0,7.109865546E-3,1.268011332E-2,6.697654724E-2,6.853607329E-2
1.676349635E0,7.021695375E-3,7.854938507E-3,9.965801239E-2,1.002133908E-1
1.681327291E0,-1.206077635E-2,-2.067169547E-2,5.609130859E-2,6.098373734E-2
1.686332187E0,7.003560662E-3,-2.057461441E-2,2.238273621E-2,3.119858170E-2
1.691311197E0,-1.677601039E-2,1.766769588E-2,-7.277202606E-2,7.674209913E-2
1.696290260E0,2.379029989E-3,8.054062724E-3,-5.791950226E-2,5.852517793E-2
1.701269270E0,2.612295747E-2,1.751452684E-2,-4.319000244E-2,5.342793154E-2
1.706236979E0,4.027633369E-2,3.205776215E-3,-8.964538574E-5,4.040381285E-2
1.711215416E0,-1.232275367E-2,2.695134282E-2,4.739570618E-2,5.589792574E-2
1.716193906E0,1.159808040E-2,3.013297915E-3,4.265785217E-3,1.271976245E-2
1.721172343E0,-2.721756697E-3,-1.602828503E-2,-1.476383209E-2,2.196097945E-2
1.726145156E0,-2.833485603E-3,-2.546639740E-2,-9.536933899E-2,9.875159167E-2
1.731123281E0,1.146003604E-2,-6.231993437E-3,-1.088190079E-1,1.095981142E-1
1.736101458E0,1.889839768E-3,2.703692019E-2,-9.366703033E-2,9.750937965E-2
1.741079687E0,2.569116652E-2,3.151208162E-3,-3.590202332E-2,4.425970434E-2
1.746076354E0,1.130539179E-2,3.103166819E-3,-3.085327148E-2,3.300554331E-2
1.751055416E0,6.589546800E-3,3.002539277E-3,-2.584743500E-2,2.684263894E-2
1.756034531E0,1.755118370E-3,-3.028367460E-2,-4.462718964E-2,5.396079542E-2
1.761013645E0,1.125876606E-2,-6.258249283E-3,-9.173965454E-2,9.263956883E-2
1.765977135E0,-7.806807756E-3,-1.577761769E-2,-1.384611130E-1,1.395756400E-1
1.770955416E0,-7.771715522E-3,3.197313845E-2,-8.507156372E-2,9.121322327E-2
1.775933750E0,3.030332923E-2,-1.094773412E-2,-7.486343384E-2,8.150262800E-2
1.780912083E0,3.962233663E-2,2.236048877E-2,-3.010749817E-3,4.559589491E-2
1.785884531E0,-8.119404316E-3,1.740397513E-2,1.763343811E-3,1.928555050E-2
1.790862500E0,-4.601740837E-2,-1.120226085E-2,-4.098701477E-2,6.263407939E-2
1.795840520E0,-7.676973939E-3,-1.107834280E-2,-8.338165283E-2,8.446399018E-2
1.800818541E0,1.140539348E-2,1.283691823E-2,-1.064271927E-1,1.078036030E-1
1.805807916E0,1.888036728E-3,-1.093032956E-2,-8.654308319E-2,8.725102885E-2
1.810786458E0,1.841306686E-3,-5.955696106E-3,-4.308319092E-2,4.353185117E-2
1.815765052E0,1.614600420E-2,-1.023307443E-3,1.900959015E-2,2.496207378E-2
1.820743645E0,-2.856805921E-3,1.326125860E-2,2.360248566E-2,2.722314546E-2
1.825714583E0,-1.230773330E-2,-1.061415672E-2,-3.366470337E-4,1.625588980E-2
1.830692760E0,-1.213063300E-2,-1.051187515E-3,-7.630920410E-2,7.727452286E-2
1.835670937E0,-2.630499005E-2,-1.525813341E-2,-9.466743469E-2,9.943181748E-2
1.840649166E0,-3.081093729E-2,-1.035352051E-2,-7.013511658E-2,7.730099495E-2
1.845634270E0,-1.618176699E-2,-6.358325481E-4,-3.155803680E-2,3.547060125E-2
1.850612760E0,2.970397472E-3,-5.297824740E-3,6.367683411E-2,6.396584565E-2
1.855591302E0,-1.592263579E-2,-2.416487038E-2,7.264709473E-2,7.819892367E-2
1.860569843E0,-1.576660573E-2,-2.868302166E-2,2.930641174E-2,4.393366997E-2
1.865544427E0,-2.041363716E-2,2.454221249E-5,-1.842403412E-2,2.749840391E-2
1.870522708E0,3.364548087E-3,-2.363614738E-2,-2.301883698E-2,3.316405437E-2
1.875501093E0,-6.137132645E-3,3.844946623E-4,-1.807689667E-2,1.909414639E-2
1.880479427E0,8.232951164E-3,9.908825159E-3,5.818367004E-3,1.413575946E-2
1.885458593E0,8.133322001E-3,-2.333042026E-2,7.224941254E-2,7.635729859E-2
1.890436927E0,-1.356914639E-3,1.957799494E-2,1.143846512E-1,1.160559672E-1
1.895415312E0,8.278161287E-3,5.146875978E-3,8.969116211E-2,9.021930418E-2
1.900393697E0,2.727876604E-2,-9.112522006E-3,4.620933533E-2,5.442859364E-2
1.905382864E0,-1.521930099E-3,-9.059101343E-3,7.834434509E-3,1.207319148E-2
1.910361718E0,1.281079650E-2,1.004014909E-2,-1.122283936E-2,1.977051400E-2
1.915340677E0,3.177151084E-2,4.900544882E-4,5.060291290E-2,5.975218698E-2
1.920319583E0,2.197980881E-2,1.006500423E-2,9.291839600E-2,9.601169002E-2
1.925318125E0,1.717546582E-2,5.262523890E-3,1.348829269E-1,1.360738578E-1
1.930297968E0,2.660284936E-2,4.484653473E-4,1.432571411E-1,1.457069703E-1
1.935277916E0,2.640241385E-2,-9.073972702E-3,8.508110046E-2,8.954450342E-2
1.940257864E0,-1.183450222E-2,-1.846633852E-2,-1.534652710E-2,2.676895581E-2
1.945206145E0,2.152577043E-2,3.395062685E-2,-3.896045685E-2,5.598143490E-2
1.950184427E0,3.091794252E-2,3.374975920E-2,-6.446838379E-4,4.577533215E-2
1.955162708E0,1.659391820E-2,9.703546762E-3,8.958435059E-2,9.162353852E-2
1.960141041E0,1.658141613E-2,4.904761910E-3,9.358882904E-2,9.517283736E-2
1.965116875E0,3.070995212E-2,4.789948463E-3,6.906509399E-2,7.573659600E-2
1.970095000E0,6.630361080E-3,2.377301455E-2,2.100372314E-2,3.240793567E-2
1.975073177E0,1.139925420E-2,1.880313456E-2,-5.989456177E-2,6.380328671E-2
1.980051354E0,-7.614091039E-3,4.377678037E-3,-5.939483643E-2,6.004069488E-2
1.985034270E0,-2.182611823E-2,2.336500585E-2,-6.839656830E-2,7.550095026E-2
1.990012656E0,1.636604965E-2,2.314780653E-2,-1.347541809E-3,2.838105701E-2
1.994991093E0,-7.438242435E-3,-1.025477052E-2,1.765918732E-2,2.173326173E-2
1.999969531E0,6.892576814E-3,-1.019258797E-2,4.125404358E-2,4.304988474E-2
2.004941666E0,-1.698844135E-2,-1.013089716E-2,-1.132488251E-2,2.279243692E-2
2.009919739E0,-1.682245731E-2,1.842044294E-2,-6.346416473E-2,6.819096710E-2
2.014897864E0,-1.676344872E-2,-2.444052696E-2,-1.104211807E-1,1.143293039E-1
2.019875937E0,2.340257168E-3,-9.909331799E-3,-8.575725555E-2,8.635958858E-2
2.024872864E0,-7.152780890E-3,-3.531277180E-4,-3.280925751E-2,3.358175624E-2
2.029851822E0,-7.017552853E-3,4.427298903E-3,2.919673920E-2,3.035286812E-2
2.034830832E0,-6.937816739E-3,-4.320591688E-4,9.958267212E-3,1.214442514E-2
2.039809843E0,-1.635573804E-2,-1.939186454E-2,-1.386642456E-2,2.891076456E-2
2.044772499E0,-1.951724291E-3,-1.439997554E-2,-7.547950745E-2,7.686562670E-2
2.049750624E0,-6.660595536E-3,-2.385249734E-2,-9.384536743E-2,9.705801436E-2
2.054728801E0,-6.635040045E-3,4.919275641E-3,-1.073074341E-1,1.076248505E-1
2.059706978E0,7.739230990E-3,-3.297463059E-2,-3.993034363E-2,5.236080883E-2
2.064681614E0,2.897366881E-3,-8.980602026E-3,2.213191986E-2,2.405967216E-2
2.069659530E0,3.001078963E-3,-4.180535674E-3,2.955436707E-3,5.934472141E-3
2.074637551E0,-3.029228747E-2,-2.311070263E-2,-2.556037903E-2,4.588093539E-2
2.079615520E0,-3.961689770E-2,-8.644431829E-3,-4.434204102E-2,6.008694855E-2
2.084583853E0,-1.077352464E-2,2.464464307E-2,-1.294450760E-1,1.322098898E-1
2.089561301E0,-5.915090442E-3,7.803738117E-4,-6.188583374E-2,6.217277295E-2
2.094538801E0,2.270077169E-2,2.459754050E-2,-4.712200165E-2,5.780006119E-2
2.099516301E0,2.258825302E-2,-1.356723905E-2,5.505561829E-3,2.691858765E-2
2.104518384E0,3.480896354E-3,1.511919498E-2,3.395366669E-2,3.733039215E-2
2.109497082E0,1.291893423E-2,5.473732948E-3,1.467609406E-2,2.030389989E-2
2.114475780E0,3.284320235E-3,1.959888637E-2,-5.667591095E-2,6.005882107E-2
2.119454530E0,1.267176867E-2,-1.867935061E-2,-5.145931244E-2,5.619210529E-2
2.124418020E0,-6.404533982E-3,9.996160865E-3,-9.376621246E-2,9.451478132E-2
2.129395936E0,-1.102514565E-2,2.408365905E-2,-5.974578857E-2,6.535392660E-2
2.134373905E0,1.293806732E-2,3.346036375E-2,1.673221588E-2,3.958480234E-2
2.139351874E0,-2.513544261E-2,1.416507363E-2,8.307170868E-2,8.793945968E-2
2.144334634E0,1.303309202E-2,9.327530861E-3,1.654624939E-3,1.611217252E-2
2.149312759E0,-1.084794104E-2,-5.018144846E-3,1.640319824E-3,1.206442090E-2
2.154290989E0,3.509178758E-3,9.247481823E-3,1.626968384E-3,1.002383568E-2
2.159269218E0,-5.939364433E-3,1.869478822E-2,-3.637313843E-2,4.132525082E-2
2.164263645E0,8.379042149E-3,9.018674493E-3,-1.232719421E-2,1.742138210E-2
2.169242603E0,8.383736014E-3,2.316653728E-2,4.950714111E-2,5.529857594E-2
2.174221666E0,1.313586533E-2,-1.033991575E-2,1.155738831E-1,1.167766555E-1
2.179200676E0,1.315213740E-2,-2.452093363E-2,1.003675461E-1,1.041532487E-1
2.184170572E0,-5.981355906E-3,-1.009353995E-2,3.779983521E-2,3.957882905E-2
2.189149061E0,8.337333798E-3,-1.478119195E-2,3.273677826E-2,3.687399383E-2
2.194127655E0,1.303972304E-2,-5.132049322E-3,1.821899414E-2,2.298486577E-2
2.199106197E0,8.258149028E-3,4.436686635E-3,1.806926727E-2,2.035631679E-2
2.204088124E0,1.781320572E-2,2.347576618E-2,6.065845490E-2,6.743789770E-2
2.209066770E0,3.389313817E-3,4.263684154E-3,1.076374054E-1,1.077751246E-1
2.214045520E0,1.757767797E-2,-5.436092615E-4,9.724235535E-2,9.881976496E-2
2.219024270E0,2.700275183E-2,-1.480704546E-2,9.643268585E-2,1.012307271E-1
2.223987082E0,-6.544768810E-3,4.288703203E-3,3.389644623E-2,3.478787204E-2
2.228964947E0,3.031179309E-3,-5.163565278E-3,1.937007904E-2,2.027437832E-2
2.233942864E0,2.202221751E-2,-3.945231438E-4,-3.777313232E-2,4.372577316E-2
2.238920780E0,1.716582477E-2,-1.460774243E-2,1.952552795E-2,2.982109859E-2
2.243888957E0,3.604006767E-2,-9.708598256E-3,9.533977509E-2,1.023856243E-1
2.248866301E0,3.101353347E-2,-4.849418998E-3,8.979797363E-2,9.512640113E-2
2.253843749E0,2.181887627E-3,-1.438073814E-2,5.105876923E-2,5.309015142E-2
2.258821145E0,-7.414445281E-3,-1.428417861E-2,-1.584720612E-2,2.258640519E-2
2.263821093E0,-7.329195738E-3,-1.893702149E-2,-6.794834137E-2,7.091759294E-2
2.268799582E0,2.303451300E-3,2.403929830E-2,-7.687664032E-2,8.058046647E-2
2.273778176E0,7.056117058E-3,3.811345994E-2,-4.299545288E-2,5.788811264E-2
2.278756718E0,2.606587112E-2,2.827636898E-2,1.434612274E-2,4.104624121E-2
2.283733645E0,-7.316276431E-3,4.231600463E-2,2.372550964E-2,4.906191962E-2
2.288712030E0,-7.287383080E-3,8.755251765E-3,4.533767700E-3,1.226031954E-2
2.293690520E0,-2.144879103E-2,1.810373366E-2,-7.622909546E-2,8.123220299E-2
2.298669009E0,-4.968541861E-2,4.161982238E-2,-1.040849686E-1,1.226153788E-1
2.303653436E0,-3.975203633E-2,3.180581331E-2,-1.269588470E-1,1.367859020E-1
2.308632186E0,-2.510073781E-2,4.576377571E-2,-9.740924835E-2,1.105121345E-1
2.313610989E0,-1.062482595E-2,3.111523390E-2,-3.486728668E-2,4.792465323E-2
2.318589739E0,-1.046279073E-2,2.613799274E-2,1.765823364E-2,3.323368577E-2
2.323572655E0,-8.562952280E-4,6.903707981E-3,2.700805664E-2,2.788959571E-2
2.328551614E0,-1.517894864E-2,-2.166569233E-2,-3.494930267E-2,4.383213962E-2
2.333530572E0,1.346187294E-2,-7.315188646E-3,-1.248807907E-1,1.258171129E-1
2.338509582E0,-1.042380929E-2,-7.275924087E-3,-1.238412857E-1,1.244920034E-1
2.343452186E0,-7.680356503E-4,2.260968089E-3,-1.465511322E-1,1.465705844E-1
2.348429270E0,1.830686629E-2,-2.147059143E-2,6.624221802E-3,2.898289088E-2
2.353406405E0,2.292509377E-2,2.532795072E-3,4.455852509E-2,5.017406833E-2
2.358383541E0,8.560970426E-3,2.595245838E-3,2.519607544E-2,2.673701055E-2
2.363384686E0,-5.785942078E-3,-6.840988994E-3,-6.048583984E-2,6.114583451E-2
2.368362968E0,8.426636457E-3,-3.524599969E-2,-6.473159790E-2,7.418536556E-2
2.373341353E0,6.055889279E-2,-3.017324209E-2,-1.211738586E-1,1.387836736E-1
2.378319686E0,1.728677750E-2,-1.089726388E-2,-3.943920135E-2,4.441884330E-2
2.383301561E0,1.727057993E-2,-1.547370851E-2,-4.860401154E-2,5.385219145E-2
2.388280051E0,2.674932778E-2,-1.061794162E-2,-1.020908356E-2,3.053674193E-2
2.393258541E0,1.235543191E-2,-4.859212041E-2,4.685783386E-2,6.862585124E-2
2.398237082E0,1.222252846E-2,-1.016944647E-2,2.272510529E-2,2.773514474E-2
2.403216457E0,-2.153694630E-3,-1.480422914E-2,-5.344009399E-2,5.549456953E-2
2.408194999E0,2.636089921E-3,-5.207121372E-3,-9.573078156E-2,9.590852736E-2
2.413173593E0,2.688631415E-3,4.363030195E-3,-6.644058228E-2,6.663794523E-2
2.418152134E0,4.077987373E-2,-9.888276458E-3,-2.314758301E-2,4.792271603E-2
2.423121457E0,2.527475357E-3,4.364281893E-3,1.005058289E-1,1.006322847E-1
2.428099478E0,2.632446587E-2,-2.418631315E-2,9.492111206E-2,1.014296444E-1
2.433077603E0,-7.165372372E-3,-3.345122933E-2,5.139350891E-2,6.173831925E-2
2.438055676E0,7.106706500E-3,-1.905152202E-2,2.721977234E-2,3.397619423E-2
2.443059895E0,2.320319414E-3,-1.406106353E-2,-1.099300385E-2,1.799843113E-2
2.448039270E0,1.662206650E-2,-9.114190936E-3,8.095741272E-3,2.061316564E-2
2.453018697E0,1.650583744E-2,5.929917097E-4,5.551624298E-2,5.792104577E-2
2.457998124E0,1.639057696E-2,2.430807054E-2,1.167840958E-1,1.204078832E-1
2.462959999E0,-1.226684451E-2,1.463818550E-2,1.348047256E-1,1.361508943E-1
2.467938489E0,-2.164039016E-2,-9.195715189E-3,9.569454193E-2,9.854092053E-2
2.472917030E0,-1.663702726E-2,1.945389807E-2,4.741477966E-2,5.388326416E-2
2.477895572E0,-2.282857895E-3,-2.816341817E-2,4.227161407E-2,5.084563816E-2
2.482884061E0,-2.138927579E-3,1.953528821E-2,3.932952881E-3,2.004172186E-2
2.487863072E0,-3.533826768E-2,2.425526083E-2,1.340007782E-2,4.490738164E-2
2.492842082E0,-1.597630978E-2,1.933519542E-2,5.127811432E-2,5.708359891E-2
2.497821145E0,-1.524195075E-3,1.915237308E-2,1.268272400E-1,1.282742584E-1
2.502787864E0,-2.518171072E-2,-2.205371857E-5,1.305198669E-1,1.329268773E-1
2.507766197E0,-2.030558884E-2,-1.428982615E-2,3.446006775E-2,4.247366642E-2
2.512744634E0,8.324623108E-3,9.549260139E-3,-4.655265808E-2,4.824559766E-2
2.517723020E0,3.476798534E-3,1.430022717E-2,-6.040954590E-2,6.217634486E-2
2.522708176E0,-3.451886773E-2,4.662349820E-3,-2.666664124E-2,4.386797796E-2
2.527686874E0,3.832370043E-3,1.404494047E-2,6.377696991E-2,6.541749998E-2
2.532665624E0,2.281357348E-2,4.463076591E-3,9.173774719E-2,9.463716209E-2
2.537644374E0,8.350104094E-3,4.401817918E-3,5.298423767E-2,5.381848828E-2
2.542600364E0,3.503233194E-3,1.383896172E-2,-2.818298340E-2,3.159224679E-2
2.547577916E0,8.193641901E-3,2.799810469E-2,-6.118774414E-2,6.778620558E-2
2.552555468E0,1.775021851E-2,8.852034807E-3,-7.491970062E-2,7.750090528E-2
2.557533072E0,-6.012350321E-3,1.360799372E-2,-3.155517578E-2,3.488631491E-2
2.562540051E0,3.689965606E-2,2.297057211E-2,2.569198608E-2,5.049069171E-2
2.567519061E0,3.191718459E-2,2.286197245E-2,3.497791290E-2,5.258165885E-2
2.572498124E0,2.687169611E-2,2.739825845E-2,-1.754760742E-2,4.219799929E-2
2.577477186E0,-6.516098976E-3,-6.145074964E-3,-1.740169525E-2,1.957142023E-2
2.582448176E0,-1.691028476E-3,1.757398248E-2,-4.574871063E-2,4.903722017E-2
2.587426770E0,2.678304911E-2,2.215433121E-2,-8.335685730E-2,9.031340858E-2
2.592405468E0,5.032359064E-2,2.189576626E-2,-7.316589355E-2,9.146111925E-2
2.597384114E0,2.148570120E-2,1.699614525E-2,-1.082420349E-2,2.945619953E-2
2.602358176E0,-2.310201526E-3,7.335856557E-3,1.775932312E-2,1.935317494E-2
2.607336561E0,1.677654684E-2,2.452284098E-3,1.761150360E-2,2.444649832E-2
2.612314999E0,1.660679281E-2,-1.194061339E-2,-5.376529694E-2,5.752452494E-2
2.617293436E0,2.124024928E-2,-2.616210282E-2,-7.231235504E-2,7.977894775E-2
2.622281093E0,2.108453214E-2,7.378339767E-3,-9.070205688E-2,9.341231459E-2
2.627259947E0,4.002960026E-2,7.346630096E-3,-3.296184540E-2,5.237198796E-2
2.632238801E0,3.977160156E-2,-2.117657661E-2,-8.942604065E-3,4.593688991E-2
2.637217707E0,1.577222347E-2,-1.622183621E-2,4.336738586E-2,4.891463135E-2
2.642204478E0,2.046394348E-2,-2.080532908E-2,2.401351929E-2,3.779264227E-2
2.647183697E0,-1.292377710E-2,-3.020368516E-2,-1.892375946E-2,3.791299624E-2
2.652162968E0,6.199151278E-3,-2.997368574E-2,-5.675411224E-2,6.448162971E-2
2.657142291E0,-3.274962306E-3,-3.444261849E-2,-7.527351379E-2,8.284395708E-2
2.662108436E0,1.522019506E-3,-4.842272401E-2,-3.190994263E-2,5.801138838E-2
2.667087030E0,-7.965371013E-3,-1.480217278E-2,2.533817291E-2,3.040681603E-2
2.672065624E0,1.619234681E-3,-2.414527535E-2,5.836772919E-2,6.318550509E-2
2.677044270E0,6.323233247E-3,-5.720524490E-2,5.788040161E-2,8.162453193E-2
2.681997134E0,-2.214522660E-2,2.822577953E-4,-1.382732391E-2,2.610910985E-2
2.686974374E0,-5.042938888E-2,-9.291768074E-3,-6.594657898E-2,8.353688704E-2
2.691951718E0,1.163916290E-2,-3.767555952E-2,-2.740955353E-2,4.802292705E-2
2.696929009E0,-1.697769761E-2,-3.258413076E-2,-1.768398285E-2,4.077610873E-2
2.701909739E0,-3.580577672E-2,1.050433517E-2,5.369281769E-2,6.538588055E-2
2.706887134E0,-3.543075919E-2,7.913112640E-4,7.698631287E-2,8.475173886E-2
2.711864634E0,-1.142296195E-2,-3.242500126E-2,7.634449005E-2,8.372780857E-2
2.716842082E0,-4.464834929E-2,5.757689476E-3,1.872348785E-2,4.875648756E-2
2.721839114E0,-2.061417699E-2,1.993104815E-2,-2.417087555E-2,3.750229591E-2
2.726817551E0,-4.896226525E-2,8.521825075E-4,-4.771137238E-2,6.836961816E-2
2.731796041E0,-2.489182353E-2,1.042248309E-2,-3.306865692E-2,4.268216376E-2
2.736774478E0,-5.720362067E-3,2.466312051E-2,3.368663788E-2,4.214002405E-2
2.741732864E0,-5.650490522E-3,-8.700191975E-3,5.240154266E-2,5.341856472E-2
2.746710259E0,8.613213897E-3,-3.745764494E-3,8.520603180E-2,8.572214452E-2
2.751687707E0,-1.523099840E-2,-3.632545471E-3,5.600643158E-2,5.815409768E-2
2.756665103E0,3.861024976E-3,2.966617048E-2,-1.093959808E-2,3.185379084E-2
2.761649843E0,3.800973296E-3,1.520168781E-2,-2.034568787E-2,2.568045415E-2
2.766627603E0,8.381232619E-3,5.314658582E-2,-3.917026520E-2,6.655159142E-2
2.771605416E0,3.207616508E-2,3.854022920E-2,2.288818359E-2,5.511894939E-2
2.776583228E0,3.647516668E-2,4.310180247E-2,6.068706512E-2,8.289223748E-2
2.781578124E0,1.709581912E-2,1.902921498E-2,8.392333984E-2,8.773542628E-2
2.786556770E0,1.687113941E-2,1.890040934E-2,6.422901154E-2,6.904510657E-2
2.791535416E0,3.094714880E-2,1.402339339E-2,2.570533752E-2,4.260452979E-2
2.796514114E0,2.168312669E-3,6.611752510E-2,-2.199459076E-2,6.971363373E-2
2.801482864E0,2.116648853E-2,7.989392430E-2,-2.164974213E-1,2.317373358E-1
2.806460989E0,3.520563245E-2,5.556766689E-2,-1.862010956E-1,1.974792398E-1
2.811439166E0,1.134981215E-2,6.468281150E-2,5.464553833E-4,6.567330472E-2
2.816417343E0,6.356320530E-2,2.618557215E-2,1.382503510E-1,1.543992383E-1
2.821389270E0,2.485910058E-2,-4.528252780E-2,1.038560867E-1,1.159938315E-1
2.826367030E0,1.502051950E-2,-4.017914832E-2,-1.479148865E-3,4.292048283E-2
2.831344895E0,3.855563700E-2,-2.562129498E-2,-2.046298981E-2,5.061345525E-2
2.836322759E0,7.608893514E-2,-3.023178875E-2,-9.627246857E-2,1.263798849E-1
2.841324114E0,6.107430905E-2,-2.520143986E-2,-3.376445770E-1,3.440480260E-1
2.846303124E0,5.109169334E-2,-3.910346329E-2,-7.366085052E-2,9.780267312E-2
2.851282134E0,-6.301456690E-2,3.988638520E-3,1.717948914E-2,6.543607358E-2
2.856261197E0,-4.336869717E-2,-3.400281072E-2,1.120090485E-1,1.248321352E-1
2.861233697E0,-3.844626248E-2,-2.424412966E-2,4.934215546E-2,6.708607327E-2
2.866212343E0,-4.305996001E-2,-1.451611519E-2,-3.654384613E-2,5.831235243E-2
2.871191041E0,-2.373813093E-2,-1.921756566E-2,-1.312112808E-1,1.347190183E-1
2.876169739E0,-5.665093660E-2,-3.522634506E-5,-1.633548737E-1,1.728992325E-1
2.881149166E0,-6.570683420E-2,-4.648447037E-3,-9.076404572E-2,1.121477067E-1
2.886127811E0,-4.139555991E-2,2.215355635E-4,6.194591522E-2,7.450461644E-2
2.891106561E0,-4.092386365E-2,-4.499047995E-3,8.517456055E-2,9.460290594E-2
2.896085311E0,-3.576089442E-2,-4.247121513E-2,7.971763611E-2,9.714703902E-2
2.901048905E0,-6.393164396E-2,-1.834511757E-2,3.078460693E-3,6.658284583E-2
2.906026822E0,-7.772652805E-2,-1.821470261E-2,-9.666728973E-2,1.253704649E-1
2.911004791E0,-2.962377667E-2,9.608268738E-4,-1.385984421E-1,1.417322105E-1
2.915982759E0,2.768166363E-2,2.002717555E-2,-8.045864105E-2,8.741255735E-2
2.920962082E0,2.282921970E-2,1.039305329E-2,8.166313171E-2,8.542865977E-2
2.925940051E0,-1.522231102E-2,8.914172649E-4,1.427164078E-1,1.435286955E-1
2.930918072E0,1.347108185E-2,-8.688479662E-3,1.272811890E-1,1.282866353E-1
2.935896145E0,1.797400415E-2,7.532089949E-4,3.124618530E-2,3.605490598E-2
2.940869895E0,2.254280448E-2,1.502214372E-2,-6.398391724E-2,6.948226033E-2
2.945847655E0,1.282908022E-2,3.386770189E-2,-4.445743561E-2,5.734169610E-2
2.950825468E0,2.224357426E-2,2.411665022E-2,-1.349449158E-3,3.283611468E-2
2.955803280E0,4.582403600E-2,3.819014132E-2,1.126270294E-1,1.274487227E-1
2.960803957E0,1.227861643E-2,9.357541800E-3,1.449289322E-1,1.457488367E-1
2.965782916E0,2.597093582E-3,4.254882038E-2,1.057319641E-1,1.140017335E-1
2.970761874E0,7.346242666E-3,1.378527284E-2,7.161331177E-2,7.329711762E-2
2.975740832E0,7.255077362E-3,8.899420500E-3,4.536628723E-3,1.234572124E-2
2.980723124E0,4.510034621E-2,-6.419420242E-4,-4.999160767E-3,4.538110759E-2
2.985702239E0,4.469560087E-2,2.318713069E-2,4.540443420E-3,5.055645748E-2
2.990681353E0,3.954468668E-2,4.081949592E-3,9.947299957E-2,1.071229303E-1
2.995660520E0,6.051257253E-3,1.352167130E-2,1.081418991E-1,1.091518376E-1
3.000623280E0,-1.771837473E-2,-8.075982332E-4,8.349895477E-2,8.536198490E-2
